"address","city","state","zip","full_address","lat","long","id","input_address","match_indicator","match_type","matched_address","tiger_line_id","tiger_side","state_fips","county_fips","census_tract","census_block"
"c/o 4030 som center","moreland hills","OH",44022,"c/o 4030 som center, moreland hills, OH, 44022",41.4479992745011,-81.4434867368684,1,"c/o 4030 som center, moreland hills, OH, 44022, , , ","Match","Non_Exact","4030 SOM CENTER RD, MORELAND HILLS, OH, 44022","61136249","R","39","035","196300","3002"
"8250 dow cir","strongsvil","OH",NA,"8250 dow cir, strongsvil, OH, NA",41.347039896065,-81.805578292361,2,"8250 dow cir, strongsvil, OH, NA, , , ","Match","Non_Exact","8250 DOW CIR, STRONGSVILLE, OH, 44136","61148998","R","39","035","186107","1001"
"4090 drake marshall rd","georgetown","OH",45121,"4090 drake marshall rd, georgetown, OH, 45121",38.811569064334,-83.9152134461739,3,"4090 drake marshall rd, georgetown, OH, 45121, , , ","Match","Exact","4090 DRAKE MARSHALL RD, GEORGETOWN, OH, 45121","606302770","L","39","015","951800","1035"
"3995 commercial blvd","cincinnati","OH",NA,"3995 commercial blvd, cincinnati, OH, NA",39.0668567781577,-84.2951945107141,4,"3995 commercial blvd, cincinnati, OH, NA, , , ","Match","Non_Exact","3995 COMMERCIAL BLVD, CINCINNATI, OH, 45245","118455450","L","39","025","041305","2001"
"2515 mcdowell st ne","canton","OH",44721,"2515 mcdowell st ne, canton, OH, 44721",40.8704071091276,-81.3373874272665,5,"2515 mcdowell st ne, canton, OH, 44721, , , ","Match","Exact","2515 MCDOWELL ST NE, CANTON, OH, 44721","64676835","L","39","151","712202","1021"
"4340-4350 glendale-milford road","cincinnati","OH",45242,"4340-4350 glendale-milford road, cincinnati, OH, 45242",39.2524582323964,-84.3906282755199,6,"4340-4350 glendale-milford road, cincinnati, OH, 45242, , , ","Match","Non_Exact","4350 GLENDALE MILFORD RD, CINCINNATI, OH, 45242","103945239","L","39","061","023501","1011"
"120 bloomfield st","camden","OH",NA,"120 bloomfield st, camden, OH, NA",39.6313543988229,-84.6494429670482,7,"120 bloomfield st, camden, OH, NA, , , ","Match","Non_Exact","120 BLOOMFIELD ST, CAMDEN, OH, 45311","54596692","L","39","135","470102","1058"
"799 s 2nd st","ripley","OH",NA,"799 s 2nd st, ripley, OH, NA",38.734076524156,-83.8384231211414,8,"799 s 2nd st, ripley, OH, NA, , , ","Match","Non_Exact","799 S 2ND ST, RIPLEY, OH, 45167","100971838","L","39","015","951700","1028"
"14310 sr 37","forest","OH",NA,"14310 sr 37, forest, OH, NA",40.7857546721673,-83.4720212747407,9,"14310 sr 37, forest, OH, NA, , , ","Match","Non_Exact","14310 STATE RTE 37, FOREST, OH, 45843","639713951","L","39","175","938200","3016"
"62 elm st","fort loramie","OH",NA,"62 elm st, fort loramie, OH, NA",40.3511696702364,-84.363599307962,10,"62 elm st, fort loramie, OH, NA, , , ","Match","Non_Exact","62 ELM ST, FORT LORAMIE, OH, 45845","621985750","R","39","149","971600","2032"
"3090 w market st ste 118","akron","OH",44333,"3090 w market st ste 118, akron, OH, 44333",41.1296615877449,-81.6132987493041,11,"3090 w market st ste 118, akron, OH, 44333, , , ","Match","Exact","3090 W MARKET ST, AKRON, OH, 44333","61336405","L","39","153","532202","4011"
"18000 sr 4 ste d rm 197","marysville","OH",43040,"18000 sr 4 ste d rm 197, marysville, OH, 43040",40.2622496877975,-83.3647002541946,12,"18000 sr 4 ste d rm 197, marysville, OH, 43040, , , ","Match","Non_Exact","18000 STATE RTE 4, MARYSVILLE, OH, 43040","640105149","R","39","159","050303","1032"
"8210 lancaster newark rd ne","baltimore","OH",43105,"8210 lancaster newark rd ne, baltimore, OH, 43105",39.844357268101,-82.5681478617171,13,"8210 lancaster newark rd ne, baltimore, OH, 43105, , , ","Match","Exact","8210 LANCASTER-NEWARK RD NE, BALTIMORE, OH, 43105","643186426","R","39","045","030200","1036"
"18099 lorain avenue suit","cleveland","OH",44111,"18099 lorain avenue suit, cleveland, OH, 44111",41.4509333473648,-81.8234346355413,14,"18099 lorain avenue suit, cleveland, OH, 44111, , , ","Match","Non_Exact","18099 LORAIN AVE, CLEVELAND, OH, 44111","61098944","L","39","035","123603","2001"
"850 columbia rd ste 103","westlake","OH",44145,"850 columbia rd ste 103, westlake, OH, 44145",41.4747681518091,-81.9015473402482,15,"850 columbia rd ste 103, westlake, OH, 44145, , , ","Match","Exact","850 COLUMBIA RD, WESTLAKE, OH, 44145","61148765","R","39","035","189105","4006"
"44 e main st","shelby","OH",NA,"44 e main st, shelby, OH, NA",40.8812796695396,-82.6612060705132,16,"44 e main st, shelby, OH, NA, , , ","Match","Non_Exact","44 W MAIN ST, SHELBY, OH, 44875","207225415","L","39","139","002600","2010"
"156 e spring valley pike ste","centerville","OH",45458,"156 e spring valley pike ste, centerville, OH, 45458",39.613548972651,-84.1576524376156,17,"156 e spring valley pike ste, centerville, OH, 45458, , , ","Match","Non_Exact","156 SPRING VALLEY PIKE, CENTERVILLE, OH, 45458","643160585","R","39","113","040306","1001"
"8440 station st","mentor","OH",44060,"8440 station st, mentor, OH, 44060",41.6782863129519,-81.3385206209038,18,"8440 station st, mentor, OH, 44060, , , ","Match","Exact","8440 STATION ST, MENTOR, OH, 44060","137462470","R","39","085","206500","2050"
"452 crawford dr","dayton","OH",45434,"452 crawford dr, dayton, OH, 45434",39.7029162382005,-84.0640826469102,19,"452 crawford dr, dayton, OH, 45434, , , ","Match","Exact","452 CRAWFORD DR, DAYTON, OH, 45434","636587495","R","39","057","210500","1016"
"4011 allston st apt 1a","cincinnati","OH",45209,"4011 allston st apt 1a, cincinnati, OH, 45209",39.1518805227167,-84.4328391957675,20,"4011 allston st apt 1a, cincinnati, OH, 45209, , , ","Match","Exact","4011 ALLSTON ST, CINCINNATI, OH, 45209","103931009","L","39","061","005200","2000"
"655 africa rd","westervill","OH",NA,"655 africa rd, westervill, OH, NA",40.2615690228048,-82.9473006404074,21,"655 africa rd, westervill, OH, NA, , , ","Match","Non_Exact","655 AFRICA RD, GALENA, OH, 43021","638919742","L","39","041","011565","2036"
"21850 center ridge road","rocky river","OH",44116,"21850 center ridge road, rocky river, OH, 44116",41.4591877653282,-81.8620818860234,22,"21850 center ridge road, rocky river, OH, 44116, , , ","Match","Exact","21850 CENTER RIDGE RD, ROCKY RIVER, OH, 44116","61098216","R","39","035","181201","3000"
"1300 e 9th st ste 1801","cleveland","OH",44114,"1300 e 9th st ste 1801, cleveland, OH, 44114",NA,NA,23,"1300 e 9th st ste 1801, cleveland, OH, 44114, , , ","No_Match",NA,NA,NA,NA,NA,NA,NA,NA
"2164 albert ave apt 2b","columbus","OH",NA,"2164 albert ave apt 2b, columbus, OH, NA",40.0303176306363,-82.9550616444091,24,"2164 albert ave apt 2b, columbus, OH, NA, , , ","Match","Non_Exact","2164 ALBERT AVE, COLUMBUS, OH, 43224","135710321","L","39","049","007534","1008"
"2564 berkshire rd","cleveland hts","OH",44106,"2564 berkshire rd, cleveland hts, OH, 44106",41.5039882089711,-81.588628695204,25,"2564 berkshire rd, cleveland hts, OH, 44106, , , ","Match","Exact","2564 BERKSHIRE RD, CLEVELAND HTS, OH, 44106","61122465","R","39","035","141200","3009"
"4011 davidson rd","hillsboro","OH",45133,"4011 davidson rd, hillsboro, OH, 45133",39.1192291957481,-83.7067660145417,26,"4011 davidson rd, hillsboro, OH, 45133, , , ","Match","Exact","4011 DAVIDSON RD, HILLSBORO, OH, 45133","638126651","L","39","071","955200","2040"
"205 north mary ellen st","south leba","OH",45065,"205 north mary ellen st, south leba, OH, 45065",39.3713732226475,-84.2099717770477,27,"205 north mary ellen st, south leba, OH, 45065, , , ","Match","Non_Exact","205 S MARY ELLEN ST, SOUTH LEBANON, OH, 45065","159014658","R","39","165","032100","3025"
"13 east court street  suite 100","cincinnati","OH",45202,"13 east court street  suite 100, cincinnati, OH, 45202",39.1062554476218,-84.5139806480231,28,"13 east court street  suite 100, cincinnati, OH, 45202, , , ","Match","Exact","13 E COURT ST, CINCINNATI, OH, 45202","103936115","R","39","061","000700","3007"
"1758 diviclend drive","columbus","OH",43228,"1758 diviclend drive, columbus, OH, 43228",39.9981313939151,-83.12054839554,29,"1758 diviclend drive, columbus, OH, 43228, , , ","Match","Non_Exact","1758 DIVIDEND DR, COLUMBUS, OH, 43228","218689053","R","39","049","007965","2003"
"1151 n marginal rd","cleveland","OH",44114,"1151 n marginal rd, cleveland, OH, 44114",41.5098080143346,-81.6905602046083,30,"1151 n marginal rd, cleveland, OH, 44114, , , ","Match","Exact","1151 N MARGINAL RD, CLEVELAND, OH, 44114","642842251","L","39","035","107101","1002"
"1264 state route 603","lucas","OH",44843,"1264 state route 603, lucas, OH, 44843",40.8748383794322,-82.4138591498918,31,"1264 state route 603, lucas, OH, 44843, , , ","Match","Non_Exact","1264 STATE RTE 603, ASHLAND, OH, 44805","30154767","L","39","005","970600","4027"
"12699 state route 664 s","logan","OH",43138,"12699 state route 664 s, logan, OH, 43138",39.5420213339698,-82.4364023058562,32,"12699 state route 664 s, logan, OH, 43138, , , ","Match","Non_Exact","12699 STATE RTE 664, LOGAN, OH, 43138","36076408","R","39","073","965200","3011"
"8881 n main st","dayton","OH",45415,"8881 n main st, dayton, OH, 45415",39.8523605194246,-84.2716891111556,33,"8881 n main st, dayton, OH, 45415, , , ","Match","Non_Exact","8881 MAIN ST, DAYTON, OH, 45415","143630145","L","39","113","120102","1013"
"130 jefferson st","port clint","OH",43452,"130 jefferson st, port clint, OH, 43452",41.5128817691033,-82.9393309548251,34,"130 jefferson st, port clint, OH, 43452, , , ","Match","Non_Exact","130 JEFFERSON ST, PORT CLINTON, OH, 43452","44061394","R","39","123","050500","2018"
"801 east washington st","medina","OH",NA,"801 east washington st, medina, OH, NA",41.1384137665173,-81.846415914889,35,"801 east washington st, medina, OH, NA, , , ","Match","Non_Exact","801 E WASHINGTON ST, MEDINA, OH, 44256","58676483","L","39","103","408001","3010"
"13153 main st","weston","OH",NA,"13153 main st, weston, OH, NA",41.3440900409806,-83.7957808322448,36,"13153 main st, weston, OH, NA, , , ","Match","Non_Exact","13153 MAIN ST, WESTON, OH, 43569","38718700","L","39","173","021400","2024"
"4321 scioto pkwy","powell","OH",43065,"4321 scioto pkwy, powell, OH, 43065",40.2057700655636,-83.1164043643691,37,"4321 scioto pkwy, powell, OH, 43065, , , ","Match","Exact","4321 SCIOTO PKWY, POWELL, OH, 43065","213001719","L","39","041","011432","3000"
"36415 cline ln","graysville","OH",45734,"36415 cline ln, graysville, OH, 45734",39.6704514971776,-81.1663198397744,38,"36415 cline ln, graysville, OH, 45734, , , ","Match","Exact","36415 CLINE LN, GRAYSVILLE, OH, 45734","606314402","R","39","111","966900","2033"
"374 linden cir","pickerington","OH",43147,"374 linden cir, pickerington, OH, 43147",39.8692530432775,-82.7897546832297,39,"374 linden cir, pickerington, OH, 43147, , , ","Match","Exact","374 LINDEN CIR, PICKERINGTON, OH, 43147","37247628","L","39","045","033000","2013"
"2538 moorman ave","cincinnati","OH",45206,"2538 moorman ave, cincinnati, OH, 45206",39.1256778243487,-84.4765497095489,40,"2538 moorman ave, cincinnati, OH, 45206, , , ","Match","Exact","2538 MOORMAN AVE, CINCINNATI, OH, 45206","103930204","R","39","061","004200","1010"
"921 chatham ln ste 300","columbus","OH",43220,"921 chatham ln ste 300, columbus, OH, 43220",40.0198307482822,-83.0378320644156,41,"921 chatham ln ste 300, columbus, OH, 43220, , , ","Match","Non_Exact","921 CHATHAM LN, COLUMBUS, OH, 43221","642842709","L","39","049","007811","2001"
"1242 w kemper rd","forest park","OH",45240,"1242 w kemper rd, forest park, OH, 45240",39.288824460757,-84.5248199121392,42,"1242 w kemper rd, forest park, OH, 45240, , , ","Match","Non_Exact","1242 W KEMPER RD, PARKDALE, OH, 45240","103949746","R","39","061","021572","1004"
"5348 whiteford rd","sylvania","OH",43560,"5348 whiteford rd, sylvania, OH, 43560",41.7122351178091,-83.6655360508537,43,"5348 whiteford rd, sylvania, OH, 43560, , , ","Match","Exact","5348 WHITEFORD RD, SYLVANIA, OH, 43560","33928046","R","39","095","008000","2008"
"4030 henderson rd","columbus","OH",NA,"4030 henderson rd, columbus, OH, NA",40.0612527553826,-83.0998286996107,44,"4030 henderson rd, columbus, OH, NA, , , ","Match","Non_Exact","4030 W HENDERSON RD, COLUMBUS, OH, 43220","641111034","R","39","049","006372","3009"
"322 wooster rd  n","barberton","OH",44203,"322 wooster rd  n, barberton, OH, 44203",41.0189171911171,-81.6032556684397,45,"322 wooster rd  n, barberton, OH, 44203, , , ","Match","Non_Exact","322 N WOOSTER RD, BARBERTON, OH, 44203","61342224","L","39","153","510100","1008"
"1940 albrook dr","wright patterson afb","OH",45433,"1940 albrook dr, wright patterson afb, OH, 45433",NA,NA,46,"1940 albrook dr, wright patterson afb, OH, 45433, , , ","No_Match",NA,NA,NA,NA,NA,NA,NA,NA
"815 main st.","cincinnati","OH",45202,"815 main st., cincinnati, OH, 45202",39.1056197708743,-84.5108416910251,47,"815 main st., cincinnati, OH, 45202, , , ","Match","Exact","815 MAIN ST, CINCINNATI, OH, 45202","103936293","L","39","061","000700","3017"
"1293 south main st","akron","OH",NA,"1293 south main st, akron, OH, NA",41.0509603018627,-81.52807462631,48,"1293 south main st, akron, OH, NA, , , ","Match","Non_Exact","1293 S MAIN ST, AKRON, OH, 44301","61344798","L","39","153","504400","2003"
"195 sr 151","smithfield","OH",43948,"195 sr 151, smithfield, OH, 43948",NA,NA,49,"195 sr 151, smithfield, OH, 43948, , , ","Tie",NA,NA,NA,NA,NA,NA,NA,NA
"750 industrial ave","wellington","OH",44090,"750 industrial ave, wellington, OH, 44090",41.1803245345912,-82.2095461372178,50,"750 industrial ave, wellington, OH, 44090, , , ","Match","Exact","750 INDUSTRIAL AVE, WELLINGTON, OH, 44090","55421184","R","39","093","096100","4000"
"10013 bates dr","hudson","OH",44236,"10013 bates dr, hudson, OH, 44236",41.2633131380796,-81.3907317718854,51,"10013 bates dr, hudson, OH, 44236, , , ","Match","Exact","10013 BATES DR, HUDSON, OH, 44236","137526126","L","39","133","600401","1014"
"13399 millersburg rd sw","massillon","OH",44647,"13399 millersburg rd sw, massillon, OH, 44647",40.7557780879528,-81.6085037718677,52,"13399 millersburg rd sw, massillon, OH, 44647, , , ","Match","Exact","13399 MILLERSBURG RD SW, MASSILLON, OH, 44647","64707217","R","39","151","714702","1021"
"7811 cheviot rd unit 8","cincinnati","OH",45247,"7811 cheviot rd unit 8, cincinnati, OH, 45247",39.2178079957102,-84.60072293484,53,"7811 cheviot rd unit 8, cincinnati, OH, 45247, , , ","Match","Exact","7811 CHEVIOT RD, CINCINNATI, OH, 45247","103915331","L","39","061","020707","1000"
"740 e long st","columbus","OH",43203,"740 e long st, columbus, OH, 43203",39.9672602025728,-82.981559139476,54,"740 e long st, columbus, OH, 43203, , , ","Match","Exact","740 E LONG ST, COLUMBUS, OH, 43203","218649249","L","39","049","003600","2021"
"2418 sylvania ave","toledo","OH",43613,"2418 sylvania ave, toledo, OH, 43613",41.692230591753,-83.6018756272454,55,"2418 sylvania ave, toledo, OH, 43613, , , ","Match","Exact","2418 SYLVANIA AVE, TOLEDO, OH, 43613","33933189","R","39","095","006200","2013"
"10495 sandyville avenue","east spart","OH",NA,"10495 sandyville avenue, east spart, OH, NA",40.65272095463,-81.357331268461,56,"10495 sandyville avenue, east spart, OH, NA, , , ","Match","Non_Exact","10495 SANDYVILLE AVE SE, EAST SPARTA, OH, 44626","631962546","R","39","151","714901","2044"
"3759 montgomery rd","cincinnati","OH",45212,"3759 montgomery rd, cincinnati, OH, 45212",39.1479023480337,-84.4664654834143,57,"3759 montgomery rd, cincinnati, OH, 45212, , , ","Match","Exact","3759 MONTGOMERY RD, CINCINNATI, OH, 45212","103929921","L","39","061","025600","4010"
"136 hollywood blvd","steubenville","OH",43952,"136 hollywood blvd, steubenville, OH, 43952",40.3704471545869,-80.6417623125334,58,"136 hollywood blvd, steubenville, OH, 43952, , , ","Match","Exact","136 HOLLYWOOD BLVD, STEUBENVILLE, OH, 43952","648847569","R","39","081","001400","2002"
"12273 bentwood farms dr","pickerington","OH",NA,"12273 bentwood farms dr, pickerington, OH, NA",39.9136069521078,-82.7614543045456,59,"12273 bentwood farms dr, pickerington, OH, NA, , , ","Match","Non_Exact","12273 BENTWOOD FARMS DR, PICKERINGTON, OH, 43147","37236250","L","39","045","032902","2006"
"4841 medlar rd","dayton","OH",45342,"4841 medlar rd, dayton, OH, 45342",39.6042604207765,-84.2650390599662,60,"4841 medlar rd, dayton, OH, 45342, , , ","Match","Non_Exact","4841 MEDLAR RD, MIAMISBURG, OH, 45342","143618474","R","39","113","050502","2012"
"68000 bayberry dr","st clairsville","OH",43950,"68000 bayberry dr, st clairsville, OH, 43950",NA,NA,61,"68000 bayberry dr, st clairsville, OH, 43950, , , ","No_Match",NA,NA,NA,NA,NA,NA,NA,NA
"7397 bear swamp","wadsworth","OH",44281,"7397 bear swamp, wadsworth, OH, 44281",41.0727165345735,-81.7851871029276,62,"7397 bear swamp, wadsworth, OH, 44281, , , ","Match","Non_Exact","7397 BEAR SWAMP RD, WADSWORTH, OH, 44281","58693056","L","39","103","406000","3020"
"6927 pearl rd","middleburg heights","OH",NA,"6927 pearl rd, middleburg heights, OH, NA",41.3771675632954,-81.7926891572318,63,"6927 pearl rd, middleburg heights, OH, NA, , , ","Match","Non_Exact","6927 PEARL RD, MIDDLEBURG HEIGHTS, OH, 44130","613732749","L","39","035","173103","3000"
"8050 highland pointe pkw","macedonia","OH",NA,"8050 highland pointe pkw, macedonia, OH, NA",41.3006121910505,-81.5043109150582,64,"8050 highland pointe pkw, macedonia, OH, NA, , , ","Match","Non_Exact","8050 HIGHLAND POINTE PKWY, MACEDONIA, OH, 44056","61377818","L","39","153","532701","1014"
"123 w auglaize st","wapakoneta","OH",NA,"123 w auglaize st, wapakoneta, OH, NA",40.5705581243205,-84.1951186381282,65,"123 w auglaize st, wapakoneta, OH, NA, , , ","Match","Non_Exact","123 W AUGLAIZE ST, WAPAKONETA, OH, 45895","635729944","L","39","011","040300","2040"
"204 jackson st","higginsport","OH",NA,"204 jackson st, higginsport, OH, NA",NA,NA,66,"204 jackson st, higginsport, OH, NA, , , ","No_Match",NA,NA,NA,NA,NA,NA,NA,NA
"355 south st","leesburg","OH",45135,"355 south st, leesburg, OH, 45135",39.3478448580764,-83.5495407981031,67,"355 south st, leesburg, OH, 45135, , , ","Match","Exact","355 SOUTH ST, LEESBURG, OH, 45135","640137131","R","39","071","954600","1024"
"15090 gar hwy","chardon","OH",NA,"15090 gar hwy, chardon, OH, NA",41.6072820036743,-81.1049148627958,68,"15090 gar hwy, chardon, OH, NA, , , ","Match","Non_Exact","15090 GAR HWY, CHARDON, OH, 44024","137441573","R","39","055","312203","1006"
"82 pembroke rd","akron","OH",44333,"82 pembroke rd, akron, OH, 44333",41.1252876340723,-81.5993831745291,69,"82 pembroke rd, akron, OH, 44333, , , ","Match","Exact","82 PEMBROKE RD, AKRON, OH, 44333","61390677","L","39","153","507102","1010"
"po box 263","north olmsted","OH",44070,"po box 263, north olmsted, OH, 44070",NA,NA,70,"po box 263, north olmsted, OH, 44070, , , ","No_Match",NA,NA,NA,NA,NA,NA,NA,NA
"4858 provident dr","cincinnati","OH",45246,"4858 provident dr, cincinnati, OH, 45246",39.3138854860939,-84.4628779133543,71,"4858 provident dr, cincinnati, OH, 45246, , , ","Match","Exact","4858 PROVIDENT DR, CINCINNATI, OH, 45246","113801696","R","39","017","011123","1027"
"5358 turney rd","garfield heights","OH",NA,"5358 turney rd, garfield heights, OH, NA",41.416376918557,-81.6056737162256,72,"5358 turney rd, garfield heights, OH, NA, , , ","Match","Non_Exact","5358 TURNEY RD, GARFIELD HEIGHTS, OH, 44125","61127979","R","39","035","154501","3000"
"5257 county road 77","millersbur","OH",44610,"5257 county road 77, millersbur, OH, 44610",NA,NA,73,"5257 county road 77, millersbur, OH, 44610, , , ","Tie",NA,NA,NA,NA,NA,NA,NA,NA
"1710 elmore st","cincinnati","OH",NA,"1710 elmore st, cincinnati, OH, NA",NA,NA,74,"1710 elmore st, cincinnati, OH, NA, , , ","No_Match",NA,NA,NA,NA,NA,NA,NA,NA
"3637 werk","cincinnati","OH",NA,"3637 werk, cincinnati, OH, NA",39.1417042200895,-84.6248937891249,75,"3637 werk, cincinnati, OH, NA, , , ","Match","Non_Exact","3637 WERK RD, CINCINNATI, OH, 45248","103966373","L","39","061","021202","1002"
"804 w russell rd","sidney","OH",45365,"804 w russell rd, sidney, OH, 45365",40.3022088996649,-84.1689983028418,76,"804 w russell rd, sidney, OH, 45365, , , ","Match","Exact","804 W RUSSELL RD, SIDNEY, OH, 45365","52232916","L","39","149","971800","1014"
"951 w north bend rd bldg","cincinnati","OH",45224,"951 w north bend rd bldg, cincinnati, OH, 45224",39.2014079286309,-84.5226324406788,77,"951 w north bend rd bldg, cincinnati, OH, 45224, , , ","Match","Non_Exact","951 W NORTH BEND RD, CINCINNATI, OH, 45224","640628132","L","39","061","008100","1000"
"3779 maple grove ln","beavercreek","OH",NA,"3779 maple grove ln, beavercreek, OH, NA",39.6861898863697,-84.0781976435184,78,"3779 maple grove ln, beavercreek, OH, NA, , , ","Match","Non_Exact","3779 MAPLE GROVE LN, BEAVERCREEK, OH, 45440","143391364","R","39","057","210401","3010"
"121 e high st","lima","OH",NA,"121 e high st, lima, OH, NA",NA,NA,79,"121 e high st, lima, OH, NA, , , ","Tie",NA,NA,NA,NA,NA,NA,NA,NA
"35147 saddle creek dr","avon","OH",44011,"35147 saddle creek dr, avon, OH, 44011",41.4457062595226,-82.003557490478,80,"35147 saddle creek dr, avon, OH, 44011, , , ","Match","Non_Exact","35147 SADDLE CREEK, AVON, OH, 44011","55441409","R","39","093","013101","2016"
"1955 e maple st","north canton","OH",44720,"1955 e maple st, north canton, OH, 44720",40.8751214312722,-81.3689229139713,81,"1955 e maple st, north canton, OH, 44720, , , ","Match","Exact","1955 E MAPLE ST, NORTH CANTON, OH, 44720","638788697","L","39","151","712112","1013"
"700 morse rd ste 103","columbus","OH",43214,"700 morse rd ste 103, columbus, OH, 43214",40.0617355304207,-82.9999055390181,82,"700 morse rd ste 103, columbus, OH, 43214, , , ","Match","Exact","700 MORSE RD, COLUMBUS, OH, 43214","218685422","L","39","049","006921","2012"
"8228 farnsworth rd","waterville","OH",43566,"8228 farnsworth rd, waterville, OH, 43566",41.4982525465674,-83.7385430871358,83,"8228 farnsworth rd, waterville, OH, 43566, , , ","Match","Exact","8228 FARNSWORTH RD, WATERVILLE, OH, 43566","33957687","L","39","095","008906","2014"
"4143 james dr","cincinnati","OH",NA,"4143 james dr, cincinnati, OH, NA",39.0786426929696,-84.2807749090894,84,"4143 james dr, cincinnati, OH, NA, , , ","Match","Non_Exact","4143 JAMES DR, CINCINNATI, OH, 45245","118461290","R","39","025","041305","1000"
"3575 north maple avenue suite 60","zanesville","OH",43701,"3575 north maple avenue suite 60, zanesville, OH, 43701",39.9887419648061,-82.0230439663077,85,"3575 north maple avenue suite 60, zanesville, OH, 43701, , , ","Match","Non_Exact","3575 MAPLE AVE, ZANESVILLE, OH, 43701","617732043","L","39","119","911500","3017"
"1 park centre #103","wadsworth","OH",44281,"1 park centre #103, wadsworth, OH, 44281",41.0480293741929,-81.7287159606535,86,"1 park centre #103, wadsworth, OH, 44281, , , ","Match","Non_Exact","1 PARK CENTRE DR, WADSWORTH, OH, 44281","58691013","R","39","103","417100","4006"
"132 s main st","woodsfield","OH",43793,"132 s main st, woodsfield, OH, 43793",39.7618532860687,-81.1162320825126,87,"132 s main st, woodsfield, OH, 43793, , , ","Match","Exact","132 S MAIN ST, WOODSFIELD, OH, 43793","37862491","R","39","111","966800","3004"
"329 s broadway st","greenville","OH",45331,"329 s broadway st, greenville, OH, 45331",40.1019172719539,-84.6327025426073,88,"329 s broadway st, greenville, OH, 45331, , , ","Match","Exact","329 S BROADWAY ST, GREENVILLE, OH, 45331","54545519","R","39","037","555102","1033"
"3550 lander rd","pepper pik","OH",NA,"3550 lander rd, pepper pik, OH, NA",41.463584319269,-81.4633746085345,89,"3550 lander rd, pepper pik, OH, NA, , , ","Match","Non_Exact","3550 LANDER RD, PEPPER PIKE, OH, 44124","61135627","R","39","035","179101","2014"
"110 s main st","nevada","OH",44849,"110 s main st, nevada, OH, 44849",40.8169956128101,-83.1307710265922,90,"110 s main st, nevada, OH, 44849, , , ","Match","Exact","110 S MAIN ST, NEVADA, OH, 44849","13047747","R","39","175","938500","3044"
"6218 summerville rd","liberty to","OH",45011,"6218 summerville rd, liberty to, OH, 45011",39.3997803388893,-84.4724820162545,91,"6218 summerville rd, liberty to, OH, 45011, , , ","Match","Non_Exact","6218 SUMMERVILLE LN, LIBERTY TWP, OH, 45011","113810507","R","39","017","011134","3003"
"29200 glenwood dr","perrysburg","OH",NA,"29200 glenwood dr, perrysburg, OH, NA",41.5744527835805,-83.5577040774276,92,"29200 glenwood dr, perrysburg, OH, NA, , , ","Match","Non_Exact","29200 GLENWOOD RD, PERRYSBURG, OH, 43551","650711626","R","39","173","020701","1018"
"102 pleasant valley rd nw","sugarcreek","OH",44681,"102 pleasant valley rd nw, sugarcreek, OH, 44681",40.4798325575615,-81.6390758593413,93,"102 pleasant valley rd nw, sugarcreek, OH, 44681, , , ","Match","Exact","102 PLEASANT VALLEY RD NW, SUGARCREEK, OH, 44681","612289245","L","39","157","021300","3010"
"8 east long st. suite 1000","columbus","OH",43215,"8 east long st. suite 1000, columbus, OH, 43215",39.9650201492623,-83.0009854182587,94,"8 east long st. suite 1000, columbus, OH, 43215, , , ","Match","Exact","8 E LONG ST, COLUMBUS, OH, 43215","135576034","L","39","049","003000","4026"
"10889 reading rd","cincinnati","OH",45241,"10889 reading rd, cincinnati, OH, 45241",39.2657586470782,-84.4143971405277,95,"10889 reading rd, cincinnati, OH, 45241, , , ","Match","Exact","10889 READING RD, CINCINNATI, OH, 45241","103945074","L","39","061","023002","3009"
"14685 thistledown ln","perrysburg","OH",43551,"14685 thistledown ln, perrysburg, OH, 43551",41.52040597686,-83.6786150866894,96,"14685 thistledown ln, perrysburg, OH, 43551, , , ","Match","Exact","14685 THISTLEDOWN LN, PERRYSBURG, OH, 43551","38739572","R","39","173","021200","1017"
"2230 w michigan st","sidney","OH",45365,"2230 w michigan st, sidney, OH, 45365",40.2878288737174,-84.188275559117,97,"2230 w michigan st, sidney, OH, 45365, , , ","Match","Non_Exact","2230 MICHIGAN ST, SIDNEY, OH, 45365","52235978","L","39","149","971700","2036"
"1380 edgehill rd","columbus","OH",43212,"1380 edgehill rd, columbus, OH, 43212",39.9867726528856,-83.0291855040586,98,"1380 edgehill rd, columbus, OH, 43212, , , ","Match","Exact","1380 EDGEHILL RD, COLUMBUS, OH, 43212","646774001","R","39","049","001901","3004"
"640 beverly ct","perrysburg","OH",43551,"640 beverly ct, perrysburg, OH, 43551",41.5563678012217,-83.6091681707347,99,"640 beverly ct, perrysburg, OH, 43551, , , ","Match","Exact","640 BEVERLY CT, PERRYSBURG, OH, 43551","38728225","R","39","173","020401","3034"
"2587 county rd 99","fremont","OH",43420,"2587 county rd 99, fremont, OH, 43420",41.4113069741739,-83.0873354914296,100,"2587 county rd 99, fremont, OH, 43420, , , ","Match","Exact","2587 CO RD 99, FREMONT, OH, 43420","38666604","R","39","143","960800","1063"
"1120 maple ave","zanesville","OH",43701,"1120 maple ave, zanesville, OH, 43701",39.9521530562889,-82.0106650570931,101,"1120 maple ave, zanesville, OH, 43701, , , ","Match","Exact","1120 MAPLE AVE, ZANESVILLE, OH, 43701","606109832","R","39","119","911800","1013"
